Tweet,Sentiment
@realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,-1
@davidicke: Founder of Weather Channel blasts total fraud of climate change: Science fraud run by the Left,-1
"@fltscorch: @vnuek Sounds credible as the statement, 'Isis is violent because of global warming' that #liberalfascists were propagandizi",-1
@Glen_Allan_: @SheilaGunnReid if you get a chance can you ask @JLittlewoodNDP if their climate change end game result (or goal) is a sta,0
@IOPenvironment: New in ERL: negative emissions research is growing faster than entire field of climate change https://t.co/7DoB8cZh9v F,0
"@rootsinterface: i love being queer, supporting women &amp; poc &amp; their rights, believing in climate change &amp; evolution &amp; basic science, aid",1
@Carbongate: Sturgeon derides Trump over climate change.. yet takes six helicopter rides in a day https://t.co/qfGUKMBR5j,-1
@frankgruno Obama let ISIS make $$ from Iraqi oil because of climate change.  That is truly insane.  We need a new way of thinking in DC.,-1
"Effort underway to suspend California's global-warming law by Margot Roosevelt, LA Times http://bit.ly/cc9TVV",0
Gawker: Logic Report: Lindsey Graham's Climate Change Bill Flip-Flop [Polidicks] [link],0
@TomiLahren @jjauthor actually I think our debt is more of a National Security Threat than Climate Change,-1
@MurffyJohn: @MBuhari d hypocrite how can u talk about climate change while ur country is full of I better pass my Neighbour #Generator?,0
@savingoceans: Wondering about climate change and how it impacts our #oceans? Check out #ClimateChange 101 with @BillNye https://t.co/Io,1
As long as there are wealthy oil companies and climate change is slow we'll eventually be boiled frogs.,1
Cochabamba Summit Offers New Approach to Combating Climate Change http://bit.ly/btb7jh,-1
garp_erp: Energy News: Energy headlines: Police quiz climate change sceptics - FT BP to press on with Canada o... [link],0
@MaryNicholsCA: Quebec-California set the standard for states partnering to fight climate change. I am so touched to receive this medal,1
Mocking people that don$q$t believe in climate change is almost as absurd as mocking people who don$q$t believe government #demdebate #msnbc,-1
"@RosieBarton What I hear from the EU is a refusal to acknowledge global warming is here, water wars are here, and its going to be nasty.",1
Palin: Global Warming Studies 'Snake Oil'|Former Alaska Gov. Sarah Palin called studies supporting global climate .. http://oohja.com/x6Fj7,-1
Passing Any Legislation At All Will Kill the Climate Change Bill ' Ned Resnikoff http://retwt.me/1MXKu (via @resnikoff),0
@SonnyBunch: Climate change is real! Thats why I take a private jet everywhere!  Leonardo DiCaprio,-1
@MathisenScoot: Do you think @realDonaldTrump will pull out of the Paris climate change agreement? #MAGA #TrumpTrain #Emmys #2030NOW  (R,0
"@Meb7777i: Trump and the guy who invented the global warming hoax meet in Mar-a-Lago. Awkward, huh. https://t.co/shPQQECPo7 via @motherj",-1
@ClimateCentral: 35 seconds. More than 100 countries. A lot of global warming https://t.co/k4XZWbrTWP https://t.co/2WjAy6oit7,1
"@Bill_Capehart @PeterGleick Here at @ClimateCuddles we're all about confronting climate change head on, but we also https://t.co/O7FL4wgmyY",1
http://www.foxnews.com/politics/2010/02/08/administration-proposes-new-agency-study-climate-change/ New Agency to Study Climate Change,0
"@ActuallyRLM @GOP Although I seriously think it$q$s not so much climate change, but pollution, whether by natural disasters AND MOSTLY humans!",0
@brascioliguy @snodine @aigkenham and conflating abortion with climate change is a better argument?,0
climate change is going to turn me into a radical miyazaki ecopunk lol,0
"@sean_spicier: Hope the President's new climate change regs don't cause California to fall into this Pacific this weekend, I have plans",-1
@1Swinging_Voter All this will do is trigger more talk of global warming &amp; more money spent on renewables. We're too enlightened to use coal,1
"@shannonrwatts: Experiencing the fallout from climate change in Boulder this morning. One canyon over, the #SunshineFire fed by zer",1
@SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. T,1
@TheRightScoop: Obama admits that trade bill will allow him to push CLIMATE CHANGE http://t.co/3NbK2N4z9V,-1
@tiniebeany climate change is an interesting hustle as it was global warming but the planet stopped warming for 15 yes while the suv boom,-1
@EthanCordsForMN: Trump's presidency will be disastrous for progressive issues such as combating climate change &amp; creating a #MedicareFo,1
@ScottFisherFOX7 wats global warming,0
@nctdailyjokes: johnny: girls are so hot johnny: boys are so hot johnny: why is everyone so hot? ten: global warming,0
"@KatyTurNBC: Trump says he will cancel Billions of dollars to the UN for global warming. 'By the way, no one knows what happens to that",0
"@CaroleParkes1: TILT is a 5 STAR, thought provoking, conspiracy thriller involving climate change. @maxoberonauthor https://t.co/fE1G2",0
Social form of climate change parallels are shocking! Internet regulation: is it time to rein in the tech giants? https://t.co/bknZR9b1Sd,0
"Should We Worry About Climate Change? Top Climate Scientist at UAH Says No|Dr. John Christy, the distinguished .. http://oohja.com/xb62s",-1
@supdiskay: lmaoo and people still treat global warming as a joke we're all gonna die https://t.co/ZOrN6XMyF1,1
Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.],-1
"Help, Al, help!! --Al Gore reaches out to work with Donald Trump on climate change https://t.co/9qzgAOMlOv",1
Humans are causing climate change. No highly-polluting country (USA) can op out. Everyone must engage to reduce CO2 https://t.co/ODNfaH5jiW,1
@GreenHarvard: Read what Harvard Prof @RobertStavins said about the future of climate change action under a Trump administration https:/,0
"@ClimateReality: The @Energy Dept doesnt want staff to say climate change. You can ban words, but you cant change reality. https://",1
@Noreen1 Can u use that excuse for everything? Global Warming gave me a parking ticket. Global Warming caused me to be late for work.,0
@CommonSense1212: There is no evidence of man made climate change. Warm days at the beach are always appreciated. https://t.co/aEIL8CLOgb,-1
@Seeker The term Climate change is senseless. The climate is always changing. What happened to the term global warming?,-1
@nowthisnews: Polar bears are starving to death because of climate change https://t.co/QlGAPYEIjc,1
When Jimi Hendrix sang about climate change in 1967: https://t.co/NKpim6YEzX,0
jevon keeps pressing me abt global warming while we dance.,0
Oh. I guess he DID say that. #DebateNight https://t.co/LfCWFmvNtB,0
"@theAGU: 'According to this new research, if the international community fails to reach their regulatory goal, climate change will likel",1
@whats_up_amb_: When its 53 degrees in the middle of January but you know its due to global warming https://t.co/QIj3ZhiQNX,1
$q$CO2 Smoke Screen: New Nukes Make Global Warming Worse uncovers the ludicrously small impact that nuclear power... https://t.co/JwXTNE7CAo,0
"For you, @hjroaf: We're featuring books about ice and climate change here:  https://t.co/4u1sZlYU8P",0
@algore fuck you man...I was your biggest supporter...then you let it rain like noahs ark...fuck your theory on global warming..,-1
"@BettyBowers Like global warming, DNA is undoubtedly a 'fake theory.'",-1
"@shelbyrella_: good morning i'm glowing, my pussy poppin and i'm not contributing to the leading cause of climate change!! i love being",0
@OttawaPolitico: I am so sick hearing about climate change from this government. It is simply an easy file or do we not have other issue,-1
What are they smoking? Green Party blames World Series rain delay on global warming https://t.co/OEPjDMdgp2 via @twitchyteam #climatecon,-1
"@hardcrustysocks @rsmccain @LifelongFighter   If One Could Harness Radfem Indignation, Climate Change Would Occur!",0
@mgtkn: @sarahkendzior There are several interesting research papers on the topic of climate change and determining flu strain. It will,0
How rich countries are avoiding helping worlds poor cope with climate change https://t.co/I6U8olgBDu,1
"@patrioofficial: If global warming isn't keeping you cozy this winter, try snuggling with a conservative. https://t.co/PCDX2VF5FH",0
"@amywestervelt: List of things removed from WH site as of 11:59 last night: climate change, civil rights, LGBT rights, various mentions",1
@theboltreport10 @jkalbrechtsen  The genius who said that the global warming $q$thing$q$ would become a memory in the 2000s? How$q$s that going?,0
Did a landmark paper that exaggerated global warming trick 195 governments into signing the Paris climate deal? https://t.co/R7WW2b3KyA,-1
"The Tension Set Wedding Rings Can Be Found Styles to Fit Every ...: ... Climate Change, clinical trials collagen, ... [link]",0
"@SenSanders climate change is just a normal part of this planets process, dont make it anything more, the people are not fooled by the lies",-1
@roycan79: FORKED-TONGUE: Candidate Jill Stein 'My AG will prosecute Exxon for lying to the world about climate change.' She i,-1
"@WtfRenaissance: When scientists are trying to explain climate change to you, but you don't care cos you President of the United Sta",0
"@The_AEF: Read AEF's outline of Heathrow's Public Consultation on noise, air quality and climate change  https://t.co/s0EgRLvGGj https:",0
"The lighter side of global warming? @marialavis From @offsetters. Bobwheeling, pushing a dream. http://3.ly/pcjf",0
Where's that good old global warming when we need it? https://t.co/mhFNrOvg0A,0
"@RT_com If all the ice has melted through climate change like they have us believe, why do you need a ice breaker",-1
@scienmag: Rainfall trends in arid regions buck commonly held climate change theories https://t.co/KZzIEnH4U5 https://t.co/Zl0UtLYC08,1
"@polNewsInfinity: Apparently, Leftists think that global warming can cause earthquakes.  And here we thought they were the ones who b",-1
"Join ECO Dir. Erick Shambarger @ free movie Before the Flood, DiCaprio's climate change movie tonight, 7pm at UWM.  https://t.co/MIHBZ7Tqow",0
@FreeMoncton: Q&amp;Amp;A: This Professor Talks Climate Change In The Oil Industry&amp;#039;S Training Ground #MFP https://t.co/BrD1eUv4kK,0
@djmer1: Something about historic climate change now on #SBS1 that looks like useful info to put current climate in perspective,0
@curryja: My interpretation of Scott Pruitts statement on climate change https://t.co/QwARvdLjam via @curryja,0
@utesco: Canadian PM Justin Trudeau offered a rallying cry for the fight against climate change and took a...,0
@XHNews: What's in the remote universe? How were stars born? How will climate change? Answers might be found in #Antarctica,0
"@1followernodad: ok a climate change denier heading the EPA is AWFUL, but what's that shade of lip stain my dude https://t.co/w8BKE4wZ3s",1
@truckerbooman: Should America spend trillions a year  For hundred years to slow global warming to 1 degree  @seanhannity #MAGA,-1
"This is the difference between Canada and the US. While they're gutting climate change from EPA site, we're worried https://t.co/bNEg4GlVAX",0
is freezing outside.  Where in the world is Global Warming?,-1
@TTrogdon @aravosis Fucking climate change people! Get on board and let's save ourselves and our kids for chrissakes.,1
Via NT: We might have found a way to make Trump finally care about climate change https://t.co/AH65JWdI5t,1
Agriculture victim of and solution to climate change https://t.co/HeOt6JBUr3,1
@algore @GovInslee We are putting a stop to your fake ass global warming lie of the century.. take that to the bank https://t.co/Az5tuAmW8O,-1
SPECIAL OFFER: get my award-winning climate change book for just 0.94 now on Amazon Kindle. https://t.co/xxXe92je7Y,0
@People4Bernie: We are all Zach: 'You and your friends will die of old age &amp; Im going to die from climate change.' https://t.co/r425dcm,1
nadia fares nude video #global warming sex https://t.co/NBBCrIGCuS,0
@dami_lee: a k-pop idol group but for raising climate change awareness H.O.T.,1
@actlightning: A climate of delusion: #Obama tries one more time to make global warming cool  http://t.co/m7J8uPJSX2 no power to hold ba,-1
LOL! &gt; @BowlMeOverVa Sen. Inhofe's Family Builds Igloo 4 Global Warming guy Al Gore in Snow-laden D.C. - http://tinyurl.com/ydjmzd3 #tcot,-1
@StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoN,1
Large dams fail on climate change and Indigenous rights | rabble.ca https://t.co/zufiZF9ZxX via @AddThis https://t.co/j6Uq1Z9dhy,1
@SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. T,1
"@BardemAntarctic: This planet is a blue planet. The oceans are far bigger than every continent combined, but climate change, pollution a",1
Spring storm season starting a little late this year???  Must be global warming!,-1
Well he is actually. But I$q$m happy with that approach  https://t.co/CN3Xg76x4M,0
Sport must prepare for irreversible changes due to climate change unless it becomes part of the solution - The Inde https://t.co/DmCYGvA1Iv,1
"angrybirds movie, fruit ninja movie, warcraft, Tetris trilogy, 7 power rangers movies, Trump, climate change. coincidence? life imitates art",0
@matthewstoller: This is basically climate change denial applied to housing and political economy. He's learned not to learn. https://t.,1
do you guys seriously want a man who $q$doesn$q$t believe in$q$ global warming running our country? for fucks sake,1
Yet still people argue that global warming/climate change isn$q$t occuring. Overwhelming evidence https://t.co/YkqrynhFAB,1
@Blogs4Books: @AMZ0NE  A SciFi author explains why we won$q$t solve global warming. Read the blog. https://t.co/t3IvSGtOho #amreading,0
"@irenesfist: i'm not saying that snsd 's comeback will end global warming, wars &amp; trump as president but that's exactly the case  https:",0
"If voting for the candidate that wants to do something about climate change isn't enough to pick them, you don't realize what's going on.",1
SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCuu,0
"@AbbyHoward: I don't think any climate change deniers follow me but just in case, here, watch as the ice disappears from our Ear ",1
"#ClimateChange Hillary Clinton unveils climate change policy: As Clinton speaks in the video,... http://t.co/ZWp2YalNST #Tcot #UniteBlue",1
@CalumWorthy: We're halfway through #24HoursofReality. Tell me why you care about climate change w/#24HoursofReality and your pos,1
"@KaylaPekkala: Probably something about global warming, since temps will drop during it.  He also blames Chicago for everything, s",0
"@OhNoSheTwitnt: Bannon: Jews are causing global warming  Sessions: No it's the blacks  Pence: It's God punishing gays  DeVos: Guys, ",1
"""How to fabricate climate change evidence"" - http://bit.ly/cdttyk (via @arkiebrian)",-1
To me that would interfere in climate change for the worst. This is probably what climate change monies r all about https://t.co/hZgfFQqjeD,0
@AmericanIndian8: Rapacious consumerism and climate change https://t.co/28JzDqknuc #INDIGENOUS #TAIRP https://t.co/rwBhEAywgJ,1
gridlock Facts brushed over by global warming fanatics  :O,-1
"BOYCOTT SIEMENS for buying ""global warming""/""climate change"" in their advertisements. #tcot #sgp #teaparty",-1
Obamas fiddled global warming data: *Shamelessly Manipulated* - https://t.co/xxfCa8CWeg #ClimateScam #GreenScam #TeaParty #tcot #PJNet,-1
"Blah blah, steve Bannon is pro-facts lol he doesn't believe in climate change. He's a fucking halfwit bigot https://t.co/Y345JBNDoQ",1
Watch on #Periscope: global warming Winston Neace https://t.co/TaPQ4b7EYJ,0
@circeverba: #ThinSectionThursday #TBT Converting CO2 into stable carbonate phases in CRB (basalt). Feasible climate change miti,1
Florida reef rescuers race to keep pace with climate change https://t.co/1CBZSVrDXN via @sfchronicle w/ @nature_org #SaveOurOcean,1
@kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1
@IGCC_Update: The ever growing case for a comprehensive national adaptation strategy to reduce the cost of climate change https://t.co/i,1
Scott Pruitt: climate change denier and bedfellow of polluter lobbyists. Reject his nomination as EPA administrator https://t.co/0Ybe3G38ID,1
Ocean currents still strong despite global warming|Researchers at NASA have discovered that the ocean currents .. [link],1
"@americanzionism: The person who wrote this article is a member of JVP, a hateful org that blames Jews for global warming, &amp; is try t",0
"@SteveSGoddard: Catastrophic global warming is the biggest and most expensive scam in history, and is turning into a non-stop clown show",-1
@bobinglis @republicEn said. Best hope #climate change is man made! So we can fix it with #sustainable #renewables https://t.co/64pNi0jWM1,1
"@NCC_UrbanLab @OttawaCitizen @DavidSuzuki without requiring $q$climate change$q$, cleaning up our cities should not be a problem.",0
@qz: Why are there no good movies about climate change? https://t.co/xQ9CXydN5K,0
@KANDlSHA: global warming bouta murk us,0
Off shore drilling threatens wildlife and contributes to climate change.  Urge Obama NOT to expand drilling!  http://bit.ly/c2iwYa,1
The new Bill Nye show's first episode was about global warming and I can't believe the liberals brainwashed him too ,-1
"Agriculture across Africa must undergo a significant transformation to meet the multiple challenges of climate change, food insecurity, mal",1
#LandYacht https://t.co/ugoCM3CiCI,0
Is global warming real?,0
@lanewsnow: Effort underway to suspend California's global-warming law http://dlvr.it/1Q3x,0
@scienceclimate: Raising awareness and reducing your carbon footprint are necessary to defeat climate change.,1
"@pacelattin: In hillarious news, all G20 spouses are being taken to the German climate change museum. Ivanka said to not be amused.",0
@Strongisgentle: @QuentinDempster @chriskkenny @rupertmurdoch Newscorp on climate change issues and carbon pricing is another stark exam,0
@LOLGOP: The only threat to Florida$q$s borders is climate change. Pam Bondi and Rick Scott are in favor of it.,1
This is what the climate change religion is leading toward.   https://t.co/5f9Volex2F,-1
"@kat_456: @FoxNews @TuckerCarlson @ErinSchrode does this snowflake drive a car? Blow dry her hair, while preaching global warming?",-1
@naretevduorp: American Airlines flight sent 10 to the hospital yesterday due to bazaar turbulence associated with global warming. https,0
How the political denial of climate change makes things worse even at the local level. https://t.co/0fvl3gOHzE,1
Yesterday I wondered who the first loon to blame London on climate change would be. https://t.co/6tLiuIP55Q,-1
@OGEXXL: I hope Geography text books are being revised?  Cos this climate change get as e be.,0
"@PersonalLiberty Global Warming Expert Cleared Of Some Allegations, New Investigation Launched  http://twurl.nl/mchcuw",-1
"As reported by the latest claims, the truth around the global warming is groundless. Argumentative generating that https://t.co/41upxc600l",-1
Why Leftist Greens Love Pope$q$s Global Warming Speech http://t.co/usUY5VVwsD @ccdeditor @climatedepot @tan123 @climaterealists @thegwpfcom,-1
EPAs Global Warming Rule Could KILL Thousands Of People | The Daily Caller via @DailyCaller http://t.co/3Be59QtnUS http://t.co/0y42SbsKRj,-1
Scott Pruitt: climate change denier and bedfellow of polluter lobbyists. Reject his nomination as EPA administrator https://t.co/FYSvxdxhPk,1
@GSawision so if I am reading you correctly; you believe in GHG rise and global warming but think it might be good for us somehow?,0
I just really wanna ask Mr. Hames if this is global warming or not,0
@redostoneage: @IMBCROSS EPA Puts a Mafia-Style Hit on Sound Science #global warming #climate change http://bit.ly/cFh5Pl,-1
@newscientist: People power and could be enough to avert truly disastrous climate change https://t.co/4w3FVa0O13 https://t.co/YHqikLWeU7,1
"@AndersEigen climate change denier is the term to use. I can ask whether or not you believe card exist. If you deny it, I'll call you",1
YID With LID: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://bit.ly/dylG45 (via @CO2HOG),-1
@TheBaxterBean: Gary Johnson$q$s Climate Change Solutions:  1. Doing Nothing 2. $q$Move to Other Planets$q$  #debatenight #Debates2016 ,1
@wef: 7 things @NASA taught us about #climate change https://t.co/dk7D5OkVha https://t.co/GghWFjp7rp,1
@germanicusw: OMG. You just have to listen to this guy when he explains why global warming is a hoax and the reason why. All these mofos,-1
India pulls out of UN climate change body and forms its own http://su.pr/2WRLC7 #tcot #climatechange,0
"Yup, a Climate Change Denier Could Be #President. What Could Possibly Go Wrong? #NeverTrump #GlacialMelt #SeaRise https://t.co/bU1ikNpx67",1
Chad Mayes isn't the only Republican who understands the threat posed by climate change https://t.co/fpdKrIW3wp,1
"Libertarians may debate the merits of global warming, but not the worthiness of an emissions market. http://bit.ly/97FFCL",0
Society saves $6 for every dollar spent on climate change resilience https://t.co/kXslQkGgJ1 via @grist,1
@AllieMarieEvans: If you don't believe in global warming then please feel free to move to mars.,1
Al Gore ambushed about GLOBAL WARMING - BRILLIANT (VIDEO) - Jesse Woodrow Show 04-13-2010: http://bit.ly/ddLPf9,-1
There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P,-1
Tell us again how global warming is a myth @realDonaldTrump https://t.co/ac4egyyE0Z,1
"When it comes to climate change, Keyness dictum  In the long run, we are all dead  clearly applies. https://t.co/MLKdeclufI &gt;@ProSyn",0
@MarkSimoneNY How about a little global warming hey,0
@ABC This opportunity brought to you by global warming.,0
@SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoax,1
@LyndaMick: So great that Obama is on the ball - giving talks about Climate Change while the world is being attacked by terrorists. #sha,-1
"#| 'There is more complex threat with climate change,... https://t.co/63riVyefhs https://t.co/znUAFGLcWi",1
Wolverine No Match for Climate Change http://bit.ly/aEPlsm,0
Rarity would like to read with other ponies but it didn$q$t matter because of global warming.,0
"@Rockprincess818: Screw the left. repeal OCare, ignore their global warming religion, limit immigration, slash entitlements. These pe",-1
@CNN You mean studies like 'climate change' where they were all but mandated to find 'results' or lose funding? Lov https://t.co/vmWorLc8N1,-1
@artstanton lol. And I was thinking global warming is now in effect,0
If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,-1
The concerns of the resigning panel members include climate change and the hiring of diverse candidates by the U.S https://t.co/UjvehSFvNV,0
"5th US Climate Action Report Released: ""Global Warming is Unequivocal"": Treehugger by Brian Merchant, Brooklyn, Ne... http://bit.ly/bnzk6I",-1
"@350 Fighting climate change means that some people will loose money,therefore they oppose it.When it$q$s too late they are already dead",1
@samestress: the next thing yall gonna start blaming us for is global warming https://t.co/tNqHyLcLFw,0
@JohnFugelsang: &amp; Donald Trump wants you know this proves NASA's part of that whole Chinese climate change hoax. https://t.co/Mc7346asP1,1
How to Reform the Intergovernmental Panel on Climate Change: Scientific American http://retwt.me/1LYAZ (via @bemusedsamadhi),1
@FriendsOScience @00Kevin7 @manny_ottawa @EcoSenseNow @YouTube i was obviously misled by nasa's ice core global warming scare.,-1
@MAKERSwomen: Watch LIVE: Amy Poehlers @smrtgrls talk science and climate change at 3:30pm EST for @BUILDseriesNYC:,0
"@INTJutsu: Obama says climate change causes $q$dangerous ideology$q$.  If that$q$s the case, then why does it only affect islamists? https://t",-1
Biggest snowstorm ever coming to Washington.. God must not support Global Warming.. BHO Are you listening now???,-1
"@JMAlderete: TreeHugger: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media http://bit.ly/bimHCU",-1
@PIPIL4LIFE: Solar activity and climate change http://www.tmgnow.com/repository/solar/lassen1.html,0
"One would think Floridians would care about climate change, rising oceans, and BREATHING!! Money and greed can be... https://t.co/Pp6PxwiWea",1
@StopTheseThings: Australia's energy crisis is all self-inflicted and largely down to the scaremongering waged by global warming... http,-1
...evidence that global warming is less pronounced than predicted.' https://t.co/aM0B66bMt5,-1
Global Warming:  Next Chapter: For those in the American Northeast last winter was rugged and fairly cold.  Yet wh... http://bit.ly/dpKCgh,0
"@HillaryClinton: $q$I never said that.$q$ Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL",0
World leaders duped by manipulated global warming data https://t.co/KJfYCyP6q3 via @MailOnline,-1
"@tachacon13: $q$I don$q$t say that, I never said that$q$ https://t.co/WYInaFlNyf",0
"How ironic, while big data revolution is accelerating the drought in local data on trends in climate change and SDG https://t.co/FNmN1xTwpN",0
Climate Change and the Amazon Rainforest: http://bit.ly/cVzrVa via @RayBeckerman @mongabay,0
@RyanMaue r u saying as argument for climate change these stats don't hold water?,0
"I believe in clean air. Immaculate air.  But I dont believe in climate change, Shampoo is better, I go in first and clean the hair #MAGA",-1
Looks like...a...hockey...stick...  The science is settled: increased life expectancy causes global warming! https://t.co/b8GuNDVpQA,-1
"@NomikiKonst: But also hoping she stays incredibly safe. I know it was not my finest moment, but...well...climate change needs to be dea",0
Climate Change Ethics: where to start? ' OECD Insights Blog http://retwt.me/1MW9z (via @OECD),0
"Trapped indoors by ""global warming""? While away the time with the ""I Love Obama"" jigsaw puzzle from the NYT Store. http://is.gd/7Orq2 #tcot",0
@PrisonPlanet: Americans More Scared of Clowns than Climate Change. https://t.co/PHSMx8Q3Bk,-1
Ay girl are you global warming? Cause you're hot af &amp; you're ruining my life,0
@scrowder: .@EcoSenseNow dissects the scam that is modern 'climate change'. #DailyCrowder &gt;&gt; https://t.co/4yyDuZaQ7i https://t.co/VcVbuA,-1
@iom3: Attempts to keep global warming to 2 degrees will be wildly off course if all planned coal fire plants are built https://t.co/c1p,1
Still believe in human-caused #Global #Warming? More information exposing the truth. #Hoboken #NJ http://cli.gs/6sY6y,-1
#BeforeTheFlood is very powerful and Ive been keeping up with dem climate change docos. You must watch it.,1
@dhiggins63 Atheists share with Global Warming advocates the assumption that they are in charge.,-1
"@jvplive: Some manmade disasters have nothing to do with climate change. In Gaza, life-threatening lack of drinkable water is",0
@flhuxtable: We now have statists seeking to prosecute $q$climate change deniers.$q$ This is an attempted giant step to totalitarianism: jai,-1
@RusselltheCrow1: It's 12 C in mid January and I smell garbage juice! I love global warming. Caw!,0
Global warming you tube parody you will like #IPCC #gop http://bit.ly/bBGWhC,-1
@britneyspears: Does anyone think global warming is a good thing? I love Lady Gaga. I think she's a really interesting artist.,0
Just 4 per cent of those surveyed by @ComResPolls said climate change was not happening.,0
World leaders duped by manipulated global warming data https://t.co/qLFQlG2pdQ via @MailOnline,-1
@BelugaSolar: The complex world of climate change governance: new actors; new arrangements https://t.co/kflzE5JNKz,0
Anyone who buys into global warming (scamming) is either insane or has something to gain...,-1
"@kikopangilinan: Problema nating lahat ang climate change, pero ang pinaka kawawa ay ang ating magsasakat mangingisda -- kung hindi",0
"Global Warming: Climate Change Can$q$t Get Traction In This Election, But Clean Energy Can: I think if you foc... https://t.co/l3xnn7aDog",0
LIVE TONIGHT: Fellow Heather Rogers joins Climate Change Expert James Hansen to discuss REAL solutions to Climate... [link],1
Carbon Age is killing us. Climate change legislation now: http://action.sierraclub.org/site/MessageViewer?em_id=173961.0,1
@UCCCFS: The seven megatrends that could beat global warming: 'There is reason for hope' https://t.co/E7nDqSybQ1,1
Flipboard just told me that White House's climate change &amp; LFBT rights pages have 'disappeared' from a newsfeed I follow...That was quick!,0
Alberta government cool on controversial climate change speaker https://t.co/jgxCXJM9RF,0
@jddickson: Kerry: Global Warming Is Not All Butterflies Or Polar Bears It Is About National Security And Armies Nah- It$q$s about your,-1
@irun131: damn global warming...5 to 9 inches by tomorrow,1
@ndtv: Virender Sehwag's view on global warming baffles Twitter https://t.co/WTPwAVzk59 https://t.co/7cWsfmO8v9,0
"@EddyJokovich: Caught out lying on climate change, caught out lying on negative gearing.   Perhaps the mainstream media will start to un",0
Trump: climate change is probs fake Scientists: nope. No it's not Trump: wish we knew Scientists: it's REAL Trump: guess we'll never know :/,1
@IvankaTrump Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,0
"@DineshDSouza I'm sorry but the theory of CO2 induced global warming is not new, it came into being in the late 180 https://t.co/X8tzAkwCEl",-1
"@cartoonmovement: #COP22 starts today, with more talk to combat climate change. Todays cartoon by Salman Taheri:",0
just gunna say Obamacare makes it so my mom can keep living her life and I believe in global warming.,1
"@aflightybroad literally manufacturing money out of thin air for holding pointless stocks for microseconds, what does climate change matter?",0
Climate fortune-teller preaches gloom and doom from the altar of man-made global warming: https://t.co/UOFy3uSYRs #climate,-1
The politics of climate change | Magazine | Progress http://retwt.me/1LS3A (via @Progressonline),0
A religious spin on climate change.[link],0
Tell @AMNH: Drop climate change denier Rebekah Mercer. Sign now: https://t.co/spfpOXTVsg via @CREDOMobile #StandUpforScience,1
@bestofmalhotra: cause of global warming  https://t.co/LM4t4NPqlo,0
@KPMG What happened to Al Gore's pathetic 'global warming'?!?,-1
@TVietor08 @jonfavs @bakrauss @nytimes There's gotta be a 'Bret Stephens climate change'/'Stormy Daniels' joke some https://t.co/2QJruDKq3U,0
@DA_Stockman: How the World was Deceived about Global Warming and Climate Change https://t.co/VrKbWHW6S1,-1
Tune in to the Live Webcast on Global Climate Change Issues | Humanitarian News http://retwt.me/1MU96 (via @HumanityNews),1
Missing Heat Build-up May Affect Future Climate Change | Humanitarian News http://retwt.me/1MSip (via @NewsOnGreen),1
@jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: http://digg.com/d31PUXt?t,1
"Dear Trump,  If global warming is fake, EXPLAIN CLUB PENGUIN SHUTTING DOWN",0
New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ,-1
"@DCClothesline: Over 31,000 scientists say global warming is a total hoax; now theyre speaking out... https://t.co/DwVni0RlXI",-1
"Beyonce preached on climate change , charitable giving , racism , and blessings in less than 2 minutes.  https://t.co/9ChUqfEUmU",0
@BBCLookNorth So the council bang on about climate change and then allow this.,0
"@KirstBallard Try making it yourself in stead of contributing to global warming by moving around 750kg of metal, gl https://t.co/g4cbzIgDIF",0
"@boliviaun 6:30 pm Live, Ivan Canelas, spokesperson of Bolivian presidency, at climate change conf #cochabamba! http://is.gd/bzLVM #cmpcc",0
@DRUDGE_REPOThe viral equivelent of climate change except this one is real!,0
"@absurdistwords GOP control in one state is not the same in another. In other words, climate change in IN is not the same worry as in FL.",1
3 good articles about the current extent of our climate change and the potential affects if we don't make some substantial changes...,1
@DC_Phelps the unforeseen consequences of climate change keep rearing their ugly heads.,1
"@PrisonPlanet: DiCaprio.  Hangs out with oil tycoons, flies private jet 6 times in 6 weeks.  Lectures you about global warming.  https:/",0
"When you let fear in, evil will be along soon too in form of global warming, climate change, clean air &amp; energy, &amp; ocean 'acid' lies. #waleg",0
